Program Name,University Name,Location
BSc Psychology with Forensic and Investigative Psychology,Abertay University,"Dundee, Scotland"
Creative Media and Interaction Design Common Entry,University of Limerick,"Limerick, Ireland"
Medicine A100 BSc Hons,University of St Andrews,"St Andrews, Scotland"
LLB (Hons) Law with Business,University of Portsmouth,"Portsmouth, England"
BSc in Travel & Tourism Management,The American University of Rome,"Rome, Italy"
Mechanical Engineering (MEng),Cardiff University,"Cardiff, Wales"
Engineering (Common Entry),University of Limerick,"Limerick, Ireland"
BDietetics,University of Pretoria - Faculty of Health Sciences,"Pretoria, South Africa"
Social Sciences (Economics) (R23-ECON),The Open University,"Buckinghamshire, England"
BSc Psychology with Development and Education,Abertay University,"Dundee, Scotland"
BA (Hons) International Relations and Politics,University of Portsmouth,"Portsmouth, England"
LLB (Hons) Law with Psychology,University of Essex Online,"Essex, England"
BSc Economics,Swansea University,"Swansea, Wales"
Film and Media BA Honours,Newcastle University,"Newcastle upon Tyne, England"
Sustainable Forest Management,Häme University of Applied Sciences,"Hämeenlinna, Finland"
Criminology and Law,The Open University,"Buckinghamshire, England"
BEng (Hons) Construction Engineering Management,University of Portsmouth,"Portsmouth, England"
BSc (Honours) Criminology and Psychological Studies,The Open University,"Buckinghamshire, England"
Health and Social Care,The Open University,"Buckinghamshire, England"
Psychology with Education Studies BSc (Hons),De Montfort University,"Leicester, England"
Banking and Finance with a Professional Placement Year,Cardiff University,"Cardiff, Wales"
Biochemistry,Cardiff University,"Cardiff, Wales"
BA (Hons) Interior Architecture and Design,University of Portsmouth,"Portsmouth, England"
Mathematics (Q31),The Open University,"Buckinghamshire, England"
Media Communications BA (Hons),Bath Spa University,"Bath, England"
Politics and International Relations (Bi-diplôme) - BA (Hons),University of Kent,"Canterbury, England"
Professional Economist - Higher Apprenticeship - BSc (Hons),University of Kent,"Canterbury, England"
Philosophy and Psychological Studies,The Open University,"Buckinghamshire, England"
Electronic and Communications Engineering with a Foundation Year - BEng (Hons),University of Kent,"Canterbury, England"
BA (Hons) Education,University of Lincoln,"Lincoln, England"
BCom (Econometrics),University of Pretoria - Faculty of Economic and Management Science,"Pretoria, South Africa"
Integrated Engineering (MEng),Cardiff University,"Cardiff, Wales"
Social Sciences (Geography) (R23-GEOG),The Open University,"Buckinghamshire, England"
Social Sciences (Psychology) (R23-PSYC),The Open University,"Buckinghamshire, England"
BSc (Microbiology),University of Pretoria - Faculty of Natural and Agricultural Sciences,"Pretoria, South Africa"
Logistics Engineering,HZ University of Applied Sciences,"Vlissingen, Netherlands"
Civil Engineering (MEng),Cardiff University,"Cardiff, Wales"
BSc (Hons) Physics with Astrophysics,University of Lincoln,"Lincoln, England"
Sociology and Social Anthropology - BA (Hons),University of Kent,"Canterbury, England"
"Negotiation, Conflict Resolution and Peacebuilding","California State University, Dominguez Hills","Carson, United States of America"
Biological Anthropology with a Year in Professional Practice - BSc (Hons),University of Kent,"Canterbury, England"
Medical Engineering (BEng),Cardiff University,"Cardiff, Wales"
BSc (Hons) Marine Environmental Science,University of Portsmouth,"Portsmouth, England"
Law and Politics BA (Hons),Bath Spa University,"Bath, England"
BA (Hons) English Literature with Media Studies,University of Portsmouth,"Portsmouth, England"
BSc (Hons) Biomedical Science,Abertay University,"Dundee, Scotland"
Mathematics,Cardiff University,"Cardiff, Wales"
Architectural Engineering with Year in Europe (Germany) (MEng),Cardiff University,"Cardiff, Wales"
History BA (Hons),Bath Spa University,"Bath, England"
Geology BSc Hons,University of St Andrews,"St Andrews, Scotland"
Accounting and Finance BSc Honours,Newcastle University,"Newcastle upon Tyne, England"
BSc (Hons) Cyber Security and Forensic Computing,University of Portsmouth,"Portsmouth, England"
Architecture,Cardiff University,"Cardiff, Wales"
Music BA (Hons),Bath Spa University,"Bath, England"
International Banking and Finance,Franklin University Switzerland,"Lugano, Switzerland"
BEng (Hons) Mechanical Engineering,University of Portsmouth,"Portsmouth, England"
Biomedical Science with a Year Abroad - BSc (Hons),University of Kent,"Canterbury, England"
LLB (Hons) Law,University of Portsmouth,"Portsmouth, England"
Biochemistry and Cell Biology,Constructor University,"Bremen, Germany"
Welsh and Music,Cardiff University,"Cardiff, Wales"
Integrated Engineering (International) (MEng),Cardiff University,"Cardiff, Wales"
Mechanical Engineering (Year in Industry) (BEng),Cardiff University,"Cardiff, Wales"
Media Studies - BA (Hons),University of Kent,"Canterbury, England"
BSc (Hons) Criminology and Forensic Studies,University of Portsmouth,"Portsmouth, England"
BSc (Hons) Mathematics,University of Lincoln,"Lincoln, England"
BA (Hons) English and Creative Writing,University of Portsmouth,"Portsmouth, England"
BA (Hons) History,University of Portsmouth,"Portsmouth, England"
Forensic Psychology (Q82),The Open University,"Buckinghamshire, England"
Social Psychology (Q83),The Open University,"Buckinghamshire, England"
BSc Accounting and Finance,Swansea University,"Swansea, Wales"
BA (Hons) English Language and Linguistics,University of Portsmouth,"Portsmouth, England"
BA (Hons) Media Studies,University of Portsmouth,"Portsmouth, England"
International Finance BIFin (Hons),University of Dundee,"Dundee, Scotland"
"BSc (Honours) Sport, Fitness and Coaching",The Open University,"Buckinghamshire, England"
BA Accounting and Finance with People Management,Abertay University,"Dundee, Scotland"
Sociology and Economics - BA (Hons),University of Kent,"Canterbury, England"
Banking and Finance with a European Language (German),Cardiff University,"Cardiff, Wales"
Social Policy - BA (Hons),University of Kent,"Canterbury, England"
Interdisciplinary Studies,Saint Martin's University,"Lacey, United States of America"
English and French Law - LLB (Hons),University of Kent,"Canterbury, England"
Archaeology and Ancient History (Integrated),Cardiff University,"Cardiff, Wales"
Visual Communication Arts,Franklin University Switzerland,"Lugano, Switzerland"
Social Work (Scotland) (Q41),The Open University,"Buckinghamshire, England"
Media Studies with an Approved Year Abroad - BA (Hons),University of Kent,"Canterbury, England"
BSc (Hons) Digital Media,University of Portsmouth,"Portsmouth, England"
BA Business Management,Abertay University,"Dundee, Scotland"
BSc (Honours) Mathematics and Statistics,The Open University,"Buckinghamshire, England"
BSc (Hons) Palaeontology,University of Portsmouth,"Portsmouth, England"
BSc Statistics,University of Essex,"Colchester, England"
"BA (Hons) Drama: Performance, Politics and Society","Goldsmiths, University of London","London, England"
BSc (Hons) Bioveterinary Science,University of Lincoln,"Lincoln, England"
"International Business Management, B.Sc.",University of Oulu,"Oulu, Finland"
BA Marketing and Business Management,Abertay University,"Dundee, Scotland"
BA (Hons) Film Production,University of Lincoln,"Lincoln, England"
BSc (Culinary Science),University of Pretoria - Faculty of Natural and Agricultural Sciences,"Pretoria, South Africa"
BSc (Hons) Ethical Hacking,Abertay University,"Dundee, Scotland"
Fine Art Practice - FdA,University of Kent,"Canterbury, England"
BA in Archaeology & Classics,The American University of Rome,"Rome, Italy"
History With Politics BA (Hons),Bath Spa University,"Bath, England"
Midwifery,University of Siena,"Siena, Italy"
Art History MA Hons,University of St Andrews,"St Andrews, Scotland"
BA (Hons) Social Policy and Sociology,University of Lincoln,"Lincoln, England"
Computer Science BSc Hons,University of St Andrews,"St Andrews, Scotland"
Social Work (England) (Q32),The Open University,"Buckinghamshire, England"
BA (Hons) International Trade and Business Communication,University of Portsmouth,"Portsmouth, England"
BA in Product Design,IED - Istituto Europeo di Design,"Milan, Italy"
Ancient and Medieval History,Cardiff University,"Cardiff, Wales"
Drama (Musical Theatre) BA (Hons),Bath Spa University,"Bath, England"
Physics (with Professional Placement),Cardiff University,"Cardiff, Wales"
BSc Psychology,Swansea University,"Swansea, Wales"
Law LLB (Hons),Bath Spa University,"Bath, England"
Neuroscience BSc (Hons),University of Dundee,"Dundee, Scotland"
Public Health BSc (Hons),Bath Spa University,"Bath, England"
Politics BA Honours,Newcastle University,"Newcastle upon Tyne, England"
BSc (Hons) Forensic Sciences,Abertay University,"Dundee, Scotland"
Law (Eng/NI) LLB (Hons),University of Dundee,"Dundee, Scotland"
Law (Eng/NI) With Energy Law LLB (Hons),University of Dundee,"Dundee, Scotland"
BSc (Honours) Forensic Psychology,The Open University,"Buckinghamshire, England"
Geological Engineering BS,South Dakota School of Mines & Technology,"Rapid City, United States of America"
Health and Social Care - BA (Hons),University of Kent,"Canterbury, England"
Global Development and Sustainability BSc (Hons),Bath Spa University,"Bath, England"
Law,University of Siena,"Siena, Italy"
BSc (Food Science),University of Pretoria - Faculty of Natural and Agricultural Sciences,"Pretoria, South Africa"
Mathematics and Physics (Q77),The Open University,"Buckinghamshire, England"
Architecture BA Honours,Newcastle University,"Newcastle upon Tyne, England"
BSc Zoology,Swansea University,"Swansea, Wales"
BA (Hons) Geography,University of Lincoln,"Lincoln, England"
BSc (Hons) Computer Games Enterprise,University of Portsmouth,"Portsmouth, England"
BSc (Hons) Social Work,University of Portsmouth,"Portsmouth, England"
Environmental Management and Technology,The Open University,"Buckinghamshire, England"
Business Psychology with a Placement Year - BSc (Hons),University of Kent,"Canterbury, England"
Modern Chinese,Cardiff University,"Cardiff, Wales"
Business Information Technology with a Year in Industry - BSc (Hons),University of Kent,"Medway, England"
LLB (Hons) Law with Politics and Human Rights,"Goldsmiths, University of London","London, England"
English Literature and English Language and Linguistics - BA (Hons),University of Kent,"Canterbury, England"
Business Management (Accounting) (Q91-ACC),The Open University,"Buckinghamshire, England"
Media and Communication BA (Hons),De Montfort University,"Leicester, England"
